model,document,source,target,relation,model_name,provider,source_type,target_type,source_is_seed,target_is_seed,edge_scope,mean_confidence,passes,chunks,chunk_ids,evidence,evidence_match_rate
arc_apex,MorrisAnnRev1999CRM,A. Philip Randolph,March on Washington Movement,organised,arc:apex,kcl,person,movement,True,False,seed_discovered,0.9333333333333332,second_pass,5; 6; 10,second_pass_doc_08_chunk_0005; second_pass_doc_08_chunk_0006; second_pass_doc_08_chunk_0010,A Philip Randolph organized the March on Washington Movement (MOWM) || A Philip Randolph's March On Washington Movement (MOWM),0.6666666666666666
arc_apex,MorrisAnnRev1999CRM,"Albany, Georgia",Southern Christian Leadership Conference,associated_with,arc:apex,kcl,place,organisation,False,True,seed_discovered,0.7,second_pass,22,second_pass_doc_08_chunk_0022,"Albany, Georgia in 1962 when the movement failed to reach its goals because of the conflict between SCLC and SNCC",1.0
arc_apex,MorrisAnnRev1999CRM,"Albany, Georgia",Student Nonviolent Coordinating Committee,associated_with,arc:apex,kcl,place,organisation,False,True,seed_discovered,0.7,second_pass,22,second_pass_doc_08_chunk_0022,"Albany, Georgia in 1962 when the movement failed to reach its goals because of the conflict between SCLC and SNCC",1.0
arc_apex,MorrisAnnRev1999CRM,Bayard Rustin,Civil Rights Movement,associated_with,arc:apex,kcl,person,movement,True,False,seed_discovered,0.95,second_pass,18,second_pass_doc_08_chunk_0018,a major tactician of the civil rights movement,1.0
arc_apex,MorrisAnnRev1999CRM,Bayard Rustin,Civil Rights Movement,participated_in,arc:apex,kcl,person,movement,True,False,seed_discovered,0.9,second_pass,27,second_pass_doc_08_chunk_0027,"The expertise of leaders such as Ella Baker, A Philip Randolph, Bayard Rustin, and Septima Clark supplied the movement with vision and technical knowledge pertaining to collective action.",1.0
arc_apex,MorrisAnnRev1999CRM,Bayard Rustin,Mahatma Gandhi,influenced_by,arc:apex,kcl,person,person,True,False,seed_discovered,0.9,second_pass,17,second_pass_doc_08_chunk_0017,"James Farmer, Bayard Rustin, James Lawson and Glenn Smiley—had studied Gandhi's movement and became convinced that nonviolence could be used by African Americans.",0.0
arc_apex,MorrisAnnRev1999CRM,Bayard Rustin,Solidarity movement,connected_to,arc:apex,kcl,person,movement,True,False,seed_discovered,0.9,second_pass,18,second_pass_doc_08_chunk_0018,was summoned to Poland to give a series of colloquia and speeches,1.0
arc_apex,MorrisAnnRev1999CRM,Birmingham,Alabama,located_in,arc:apex,kcl,place,place,False,False,discovered_discovered,0.95,second_pass,13,second_pass_doc_08_chunk_0013,"The Birmingham, Alabama, confrontation in 1963",1.0
arc_apex,MorrisAnnRev1999CRM,Birmingham,Civil Rights Act 1964,associated_with,arc:apex,kcl,place,law,False,False,discovered_discovered,0.85,second_pass,14,second_pass_doc_08_chunk_0014,"Because of the Birmingham movement and its aftermath, the Federal government issued national legislation",0.0
arc_apex,MorrisAnnRev1999CRM,Birmingham,Civil Rights Movement,associated_with,arc:apex,kcl,place,movement,False,False,discovered_discovered,0.8,second_pass,14,second_pass_doc_08_chunk_0014,the Birmingham movement,1.0
arc_apex,MorrisAnnRev1999CRM,Brown v. Board of Education,Jim Crow regime,opposed_to,arc:apex,kcl,law,law,False,False,discovered_discovered,0.8,second_pass,6; 7,second_pass_doc_08_chunk_0006; second_pass_doc_08_chunk_0007,"They rebuked the Supreme Court for its decision, vowing never to integrate the schools nor to dismantle the Jim Crow regime. || This ruling literally swept away the legal grounds on which Jim Crow stood",1.0
arc_apex,MorrisAnnRev1999CRM,Civil Rights Act 1964,Civil Rights Movement,associated_with,arc:apex,kcl,law,movement,False,False,discovered_discovered,0.9,second_pass,15,second_pass_doc_08_chunk_0015,"legislation, and others generated by the civil rights movement",0.0
arc_apex,MorrisAnnRev1999CRM,Civil Rights Act 1964,Lyndon Johnson,associated_with,arc:apex,kcl,law,person,False,False,discovered_discovered,0.95,second_pass,14,second_pass_doc_08_chunk_0014,President Johnson signed into law the 1964 Civil Rights Act,1.0
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,Brown v. Board of Education,influenced_by,arc:apex,kcl,movement,law,False,False,discovered_discovered,0.9,second_pass,7,second_pass_doc_08_chunk_0007,"The hope generated by the Brown Ruling and the outrage caused by Till's lynching, helped set the stage for the emergence of the modern civil rights movement.",0.0
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,Congress of Racial Equality,associated_with,arc:apex,kcl,movement,organisation,False,True,seed_discovered,0.9,second_pass,12,second_pass_doc_08_chunk_0012,"formal organizational base of the movement, which already included... the Congress of Racial Equality (CORE)",0.0
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,Diane Nash,associated_with,arc:apex,kcl,movement,person,False,True,seed_discovered,0.8,second_pass,26,second_pass_doc_08_chunk_0026,"civil rights activity were not unlike those of countless Black women such as Ella Baker, Septima Clark, Fannie Lou Hammer, and Diane Nash",1.0
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,Ella Baker,associated_with,arc:apex,kcl,movement,person,False,True,seed_discovered,0.825,second_pass,25; 26,second_pass_doc_08_chunk_0025; second_pass_doc_08_chunk_0026,"civil rights activity were not unlike those of countless Black women such as Ella Baker || countless Black women such as Ella Baker, Septima Clark, Fannie Lou Hammer",1.0
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,Fannie Lou Hamer,associated_with,arc:apex,kcl,movement,person,False,True,seed_discovered,0.825,second_pass,25; 26,second_pass_doc_08_chunk_0025; second_pass_doc_08_chunk_0026,"civil rights activity were not unlike those of countless Black women such as Ella Baker, Septima Clark, Fannie Lou Hammer, and Diane Nash || countless Black women such as Ella Baker, Septima Clark, Fannie Lou Hammer",1.0
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,Freedom Rides,associated_with,arc:apex,kcl,movement,campaign,False,True,seed_discovered,0.8,second_pass,11,second_pass_doc_08_chunk_0011,"The disruptive tactics included boycotts, sit-ins, freedom rides, mass marches, mass jailings, and legal challenges.",0.0
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,James Lawson,associated_with,arc:apex,kcl,movement,person,False,True,seed_discovered,0.75,second_pass,14,second_pass_doc_08_chunk_0014,James Lawson captured it best when he concluded,1.0
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,Jim Crow regime,opposed_to,arc:apex,kcl,movement,law,False,False,discovered_discovered,0.9,second_pass,1; 10; 13,second_pass_doc_08_chunk_0001; second_pass_doc_08_chunk_0010; second_pass_doc_08_chunk_0013,led to the overthrow of the formal Jim Crow order || the civil rights movement was able to overthrow the Southern Jim Crow regime || the fate of Jim Crow rested in the hands of the Black masses,1.0
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,Mahatma Gandhi,influenced_by,arc:apex,kcl,movement,person,False,False,discovered_discovered,0.9,second_pass,17,second_pass_doc_08_chunk_0017,Ghandi's use of nonviolence was important to the civil rights movement,0.0
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,March on Washington Movement,associated_with,arc:apex,kcl,movement,movement,False,False,discovered_discovered,0.75,second_pass,10,second_pass_doc_08_chunk_0010,"With the exception of the Garvey Movement and A Philip Randolph's March On Washington Movement (MOWM), the mass base of the prior protests was too restricted to threaten the Jim Crow order.",0.0
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,Martin Luther King Jr.,associated_with,arc:apex,kcl,movement,person,False,True,seed_discovered,0.85,second_pass,18,second_pass_doc_08_chunk_0018,"King, the charismatic leader who won the Nobel Peace Prize, was another important factor that fixed international attention upon the civil rights movement",1.0
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,Montgomery Bus Boycott,associated_with,arc:apex,kcl,movement,campaign,False,True,seed_discovered,0.85,second_pass,10; 11,second_pass_doc_08_chunk_0010; second_pass_doc_08_chunk_0011,"RETROSPECTIVE ON CIVIL RIGHTS MOVEMENT 525 || The 1955 Montgomery, Alabama, year-long mass-based bus boycott and the unfolding decade of Black protest changed all this.",1.0
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,National Association for the Advancement of Colored People,associated_with,arc:apex,kcl,movement,organisation,False,True,seed_discovered,0.875,second_pass,12; 27,second_pass_doc_08_chunk_0012; second_pass_doc_08_chunk_0027,"By the time of the modern civil rights movement, the NAACP had developed a sophisticated legal strategy to attack racial segregation. This strategy became one of the central features of the nonviolent direct action movement. || formal organizational base of the movement, which already included... the NAACP",0.0
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,Reconstruction,connected_to,arc:apex,kcl,movement,event,False,False,discovered_discovered,0.4,second_pass,3,second_pass_doc_08_chunk_0003,between the end of Reconstruction and the modern civil rights era,1.0
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,Rosa Parks,associated_with,arc:apex,kcl,movement,person,False,True,seed_discovered,0.875,second_pass,25; 26,second_pass_doc_08_chunk_0025; second_pass_doc_08_chunk_0026,Parks' resistance and civil rights activity || Rosa Parks is known as the mother of the civil rights movement,0.5
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,Selma,associated_with,arc:apex,kcl,movement,place,False,False,discovered_discovered,0.8,second_pass,14,second_pass_doc_08_chunk_0014,the Selma confrontations outraged the nation,1.0
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,Septima Clark,associated_with,arc:apex,kcl,movement,person,False,False,discovered_discovered,0.825,second_pass,25; 26,second_pass_doc_08_chunk_0025; second_pass_doc_08_chunk_0026,"civil rights activity were not unlike those of countless Black women such as Ella Baker, Septima Clark || countless Black women such as Ella Baker, Septima Clark, Fannie Lou Hammer",1.0
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,Southern Christian Leadership Conference,associated_with,arc:apex,kcl,movement,organisation,False,True,seed_discovered,0.9,second_pass,12,second_pass_doc_08_chunk_0012,"formal organizational base of the movement, which already included the Southern Christian Leadership Conference (SCLC)",0.0
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,Student Nonviolent Coordinating Committee,associated_with,arc:apex,kcl,movement,organisation,False,True,seed_discovered,0.9,second_pass,12,second_pass_doc_08_chunk_0012,SNCC constituted the framework through which large numbers of white college students came to participate in the civil rights movement.,1.0
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,lunch counter sit-ins,associated_with,arc:apex,kcl,movement,campaign,False,False,discovered_discovered,0.8,second_pass,11,second_pass_doc_08_chunk_0011,The 1960 student sit-ins at segregated lunch coun,0.0
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,sit-in movement,associated_with,arc:apex,kcl,movement,movement,False,False,discovered_discovered,0.8666666666666667,second_pass,12; 22; 23,second_pass_doc_08_chunk_0012; second_pass_doc_08_chunk_0022; second_pass_doc_08_chunk_0023,"The sit-in movement and SNCC constituted the framework through which large numbers of white college students came to participate in the civil rights movement. || direct action and especially the sit-in, which the civil rights movement utilized and made famous around the globe || the sit-in, which the civil rights movement utilized and made famous around the globe",0.6666666666666666
arc_apex,MorrisAnnRev1999CRM,Congress of Racial Equality,Civil Rights Movement,participated_in,arc:apex,kcl,organisation,movement,True,False,seed_discovered,0.95,second_pass,16,second_pass_doc_08_chunk_0016,"Organizations like SCLC, NAACP, CORE and SNCC were very visible in the civil rights movement",0.0
arc_apex,MorrisAnnRev1999CRM,Ella Baker,Civil Rights Movement,participated_in,arc:apex,kcl,person,movement,True,False,seed_discovered,0.9,second_pass,27,second_pass_doc_08_chunk_0027,"The expertise of leaders such as Ella Baker, A Philip Randolph, Bayard Rustin, and Septima Clark supplied the movement with vision and technical knowledge pertaining to collective action.",1.0
arc_apex,MorrisAnnRev1999CRM,Intifadah Movement,Civil Rights Movement,influenced_by,arc:apex,kcl,movement,movement,False,False,discovered_discovered,0.95,second_pass,18,second_pass_doc_08_chunk_0018,they absorbed the lessons of America's nonviolent direct action civil rights movement,0.0
arc_apex,MorrisAnnRev1999CRM,Intifadah Movement,Martin Luther King Jr.,influenced_by,arc:apex,kcl,movement,person,False,True,seed_discovered,0.85,second_pass,18,second_pass_doc_08_chunk_0018,acquiring films on the Black movement and Martin Luther King,1.0
arc_apex,MorrisAnnRev1999CRM,James Lawson,Mahatma Gandhi,influenced_by,arc:apex,kcl,person,person,True,False,seed_discovered,0.9,second_pass,17,second_pass_doc_08_chunk_0017,"James Farmer, Bayard Rustin, James Lawson and Glenn Smiley—had studied Gandhi's movement and became convinced that nonviolence could be used by African Americans.",0.0
arc_apex,MorrisAnnRev1999CRM,James Lawson,Martin Luther King Jr.,associated_with,arc:apex,kcl,person,person,True,True,seed_seed,0.8,second_pass,12,second_pass_doc_08_chunk_0012,"As James Lawson put it, (cid:147)Any time King went to a movement, immediately the focus of the nation was on that community",1.0
arc_apex,MorrisAnnRev1999CRM,Ku Klux Klan,Civil Rights Movement,opposed_to,arc:apex,kcl,organisation,movement,False,False,discovered_discovered,0.5,second_pass,3,second_pass_doc_08_chunk_0003,"white supremacist groups, including the Ku Klux Klan...used intimidation, force, ostracism in business and society, bribery at the polls, arson, and even murder",0.0
arc_apex,MorrisAnnRev1999CRM,Martin Luther King Jr.,Civil Rights Movement,participated_in,arc:apex,kcl,person,movement,True,False,seed_discovered,0.8,second_pass,12,second_pass_doc_08_chunk_0012,"Any time King went to a movement, immediately the focus of the nation was on that community",1.0
arc_apex,MorrisAnnRev1999CRM,Martin Luther King Jr.,Mahatma Gandhi,influenced_by,arc:apex,kcl,person,person,True,False,seed_discovered,0.95,second_pass,17,second_pass_doc_08_chunk_0017,Gandhi became a hero and a source of inspiration for Martin Luther King Jr.,1.0
arc_apex,MorrisAnnRev1999CRM,Martin Luther King Jr.,Montgomery Bus Boycott,leader_of,arc:apex,kcl,person,campaign,True,True,seed_seed,0.85,second_pass,11,second_pass_doc_08_chunk_0011,"A young Black minister, Martin Luther King, Jr., who came to personify the role of charismatic leader, was chosen to lead the movement.",1.0
arc_apex,MorrisAnnRev1999CRM,Martin Luther King Jr.,Montgomery Improvement Association,leader_of,arc:apex,kcl,person,organisation,True,False,seed_discovered,0.9,second_pass,11,second_pass_doc_08_chunk_0011,"A young Black minister, Martin Luther King, Jr., who came to personify the role of charismatic leader, was chosen to lead the movement.",1.0
arc_apex,MorrisAnnRev1999CRM,Montgomery,Selma,connected_to,arc:apex,kcl,place,place,False,False,discovered_discovered,0.85,second_pass,13,second_pass_doc_08_chunk_0013,thousands of people from across the nation initiated a highly visible march from Selma to Montgomery,1.0
arc_apex,MorrisAnnRev1999CRM,Montgomery Bus Boycott,"Montgomery, Alabama",located_in,arc:apex,kcl,campaign,place,True,False,seed_discovered,0.925,second_pass,10; 11; 25; 26,second_pass_doc_08_chunk_0010; second_pass_doc_08_chunk_0011; second_pass_doc_08_chunk_0025; second_pass_doc_08_chunk_0026,"Montgomery, Alabama bus boycott || The 1955 Montgomery, Alabama, year-long mass-based bus boycott || The Montgomery boycott demonstrated that protest could be sustained indefinitely || the Montgomery, Alabama bus boycott",0.25
arc_apex,MorrisAnnRev1999CRM,Montgomery Improvement Association,Montgomery Bus Boycott,organised,arc:apex,kcl,organisation,campaign,False,True,seed_discovered,0.75,second_pass,11,second_pass_doc_08_chunk_0011,"Out of Montgomery came the Montgomery Improvement Association (MIA), the first highly visible social movement organization (SMO) of direct action protests.",0.0
arc_apex,MorrisAnnRev1999CRM,Montgomery Improvement Association,"Montgomery, Alabama",located_in,arc:apex,kcl,organisation,place,False,False,discovered_discovered,0.9,second_pass,11,second_pass_doc_08_chunk_0011,Out of Montgomery came the Montgomery Improvement Association (MIA),1.0
arc_apex,MorrisAnnRev1999CRM,National Association for the Advancement of Colored People,Brown v. Board of Education,participated_in,arc:apex,kcl,organisation,law,True,False,seed_discovered,0.9,second_pass,6,second_pass_doc_08_chunk_0006,In the Brown case the NAACP won a major Supreme Court ruling,1.0
arc_apex,MorrisAnnRev1999CRM,National Association for the Advancement of Colored People,Civil Rights Movement,participated_in,arc:apex,kcl,organisation,movement,True,False,seed_discovered,0.95,second_pass,16,second_pass_doc_08_chunk_0016,"Organizations like SCLC, NAACP, CORE and SNCC were very visible in the civil rights movement",0.0
arc_apex,MorrisAnnRev1999CRM,National Association for the Advancement of Colored People,Jim Crow regime,opposed_to,arc:apex,kcl,organisation,law,True,False,seed_discovered,0.925,second_pass,4; 5,second_pass_doc_08_chunk_0004; second_pass_doc_08_chunk_0005,organized specifically to attack the Jim Crow regime and racial inequality || the NAACP was the first national protest organization organized specifically to attack the Jim Crow regime and racial inequality,1.0
arc_apex,MorrisAnnRev1999CRM,Rosa Parks,Montgomery Bus Boycott,participated_in,arc:apex,kcl,person,campaign,True,True,seed_seed,0.9,second_pass,25; 26,second_pass_doc_08_chunk_0025; second_pass_doc_08_chunk_0026,"her refusal to give a white man her seat on a segregated bus sparked the Montgomery, Alabama bus boycott || sparked the Montgomery, Alabama bus boycott",0.0
arc_apex,MorrisAnnRev1999CRM,Selma,Alabama,located_in,arc:apex,kcl,place,place,False,False,discovered_discovered,0.95,second_pass,13,second_pass_doc_08_chunk_0013,"the Selma, Alabama, confrontation in 1965",0.0
arc_apex,MorrisAnnRev1999CRM,Septima Clark,Civil Rights Movement,participated_in,arc:apex,kcl,person,movement,False,False,discovered_discovered,0.9,second_pass,27,second_pass_doc_08_chunk_0027,"The expertise of leaders such as Ella Baker, A Philip Randolph, Bayard Rustin, and Septima Clark supplied the movement with vision and technical knowledge pertaining to collective action.",1.0
arc_apex,MorrisAnnRev1999CRM,Shen Tong,Mahatma Gandhi,influenced_by,arc:apex,kcl,person,person,False,False,discovered_discovered,0.95,second_pass,18,second_pass_doc_08_chunk_0018,I read about Martin Luther King Jr. and Mahatma Gandhi,1.0
arc_apex,MorrisAnnRev1999CRM,Shen Tong,Martin Luther King Jr.,influenced_by,arc:apex,kcl,person,person,False,True,seed_discovered,0.95,second_pass,18,second_pass_doc_08_chunk_0018,my first encounter with the concept of nonviolence was in high school when I read about Martin Luther King Jr.,1.0
arc_apex,MorrisAnnRev1999CRM,Solidarity movement,Civil Rights Movement,influenced_by,arc:apex,kcl,movement,movement,False,False,discovered_discovered,0.8,second_pass,18,second_pass_doc_08_chunk_0018,was summoned to Poland to give a series of colloquia and speeches on how nonviolent direct action worked in the civil rights movement,0.0
arc_apex,MorrisAnnRev1999CRM,Southern Christian Leadership Conference,Civil Rights Movement,participated_in,arc:apex,kcl,organisation,movement,True,False,seed_discovered,0.95,second_pass,16,second_pass_doc_08_chunk_0016,"Organizations like SCLC, NAACP, CORE and SNCC were very visible in the civil rights movement",0.0
arc_apex,MorrisAnnRev1999CRM,Southern Christian Leadership Conference,Student Nonviolent Coordinating Committee,opposed_to,arc:apex,kcl,organisation,organisation,True,True,seed_seed,0.9,second_pass,22,second_pass_doc_08_chunk_0022,the conflict between SCLC and SNCC,1.0
arc_apex,MorrisAnnRev1999CRM,Student Nonviolent Coordinating Committee,Civil Rights Movement,participated_in,arc:apex,kcl,organisation,movement,True,False,seed_discovered,0.95,second_pass,16,second_pass_doc_08_chunk_0016,"Organizations like SCLC, NAACP, CORE and SNCC were very visible in the civil rights movement",0.0
arc_apex,MorrisAnnRev1999CRM,sit-in movement,Student Nonviolent Coordinating Committee,associated_with,arc:apex,kcl,movement,organisation,False,True,seed_discovered,0.9,second_pass,12,second_pass_doc_08_chunk_0012,The sit-in movement was also critical because it led to the formation of the Student Nonviolent Coordination Committee (SNCC),1.0
arc_apex,The Black Power Movement  A historiographical understanding of how scholarship has shaped the legacy of the Black Power Movement,Black Panther Party,Black Power Movement,associated_with,arc:apex,kcl,organisation,movement,False,False,discovered_discovered,0.75,second_pass,5; 8; 9,second_pass_doc_10_chunk_0005; second_pass_doc_10_chunk_0008; second_pass_doc_10_chunk_0009,"Black Power Movement groups were demonized using imagery that portrayed Black characters as radical || legacy of ""radicaliz- ing"" groups such as the BPP, Nation of Islam (NOI), and the Black Liberation Army (BLA)... helps explain the legacies left behind from the Black Power movement || the pattern of Panther activity is designed to undermine our institution",0.6666666666666666
arc_apex,The Black Power Movement  A historiographical understanding of how scholarship has shaped the legacy of the Black Power Movement,Black Power Movement,Civil Rights Movement,associated_with,arc:apex,kcl,movement,movement,False,False,discovered_discovered,0.7000000000000001,second_pass,2; 5; 8,second_pass_doc_10_chunk_0002; second_pass_doc_10_chunk_0005; second_pass_doc_10_chunk_0008,"This is contrary to the mainstream narrative of scholarship surrounding the Civil Rights Movement || a legacy of the Black Power Movement, which was more apt to use violence and force to create change in contrast to the civil rights protests || describing it as an extension of the Civil Rights Movement",1.0
arc_apex,The Black Power Movement  A historiographical understanding of how scholarship has shaped the legacy of the Black Power Movement,Malcolm X,Black Power Movement,leader_of,arc:apex,kcl,person,movement,True,False,seed_discovered,0.7749999999999999,second_pass,9; 10,second_pass_doc_10_chunk_0009; second_pass_doc_10_chunk_0010,Black Power Organizations and leaders such as Malcolm X || Black Power Organizations and leaders such as Malcolm X did not coddle their followers,1.0
arc_apex,s41599-024-03182-3,Alabama,Student Nonviolent Coordinating Committee,associated_with,arc:apex,kcl,place,organisation,False,True,seed_discovered,0.8,second_pass,13,second_pass_doc_09_chunk_0013,"mobilizing poor, rural Black communities in the Deep South (e.g., Alabama, Georgia, Mississippi)",1.0
arc_apex,s41599-024-03182-3,"Albany, Georgia",Civil Rights Movement,associated_with,arc:apex,kcl,place,movement,False,False,discovered_discovered,0.8,second_pass,23,second_pass_doc_09_chunk_0023,Albany's Freedom Alley was a holding spot near the city jail where hundreds of arrested civil rights workers awaited booking,0.0
arc_apex,s41599-024-03182-3,Atlanta,Ruby Doris Smith Robinson,associated_with,arc:apex,kcl,place,person,False,False,discovered_discovered,0.75,second_pass,21,second_pass_doc_09_chunk_0021,ran many office and financial operations in the Atlanta headquarters,0.0
arc_apex,s41599-024-03182-3,Black Power,Student Nonviolent Coordinating Committee,associated_with,arc:apex,kcl,movement,organisation,False,True,seed_discovered,0.85,second_pass,27,second_pass_doc_09_chunk_0027,eventually leading to the expulsion of white staff and activists from the organization as it embraced a Black power ideology,1.0
arc_apex,s41599-024-03182-3,Civil Rights Movement,Freedom Rides,associated_with,arc:apex,kcl,movement,campaign,False,True,seed_discovered,0.85,second_pass,23,second_pass_doc_09_chunk_0023,"applying the word 'Freedom' to a wide range of places, institutions, organizations, and practices. These included... Freedom rides",0.0
arc_apex,s41599-024-03182-3,Civil Rights Movement,Freedom Singers,associated_with,arc:apex,kcl,movement,organisation,False,False,discovered_discovered,0.7,second_pass,35,second_pass_doc_09_chunk_0035,The Freedom Singers of the Civil Rights Movement,1.0
arc_apex,s41599-024-03182-3,Civil Rights Movement,Martin Luther King Jr.,associated_with,arc:apex,kcl,movement,person,False,True,seed_discovered,0.85,second_pass,5,second_pass_doc_09_chunk_0005,singular figures like Martin Luther King,0.0
arc_apex,s41599-024-03182-3,Civil Rights Movement,Mississippi Freedom Schools,associated_with,arc:apex,kcl,movement,organisation,False,False,discovered_discovered,0.725,second_pass,23; 34,second_pass_doc_09_chunk_0023; second_pass_doc_09_chunk_0034,The Freedom Schools: Student activists in the Mississippi Civil Rights Movement || the 41 Mississippi Freedom Schools which taught nearly 2500 students in the summer of 1964,0.5
arc_apex,s41599-024-03182-3,Civil Rights Movement,Montgomery Bus Boycott,associated_with,arc:apex,kcl,movement,event,False,True,seed_discovered,0.9,second_pass,19,second_pass_doc_09_chunk_0019,marks for a larger portion of the public the formal beginning of the Civil Rights Movement,1.0
arc_apex,s41599-024-03182-3,Civil Rights Movement,Student Nonviolent Coordinating Committee,associated_with,arc:apex,kcl,movement,organisation,False,True,seed_discovered,0.7875,second_pass,5; 12; 23; 34,second_pass_doc_09_chunk_0005; second_pass_doc_09_chunk_0012; second_pass_doc_09_chunk_0023; second_pass_doc_09_chunk_0034,SNCC's creative name-work to unlock broader understandings of the selective way that the Civil Rights Movement || SNCC's onomastic tactics focuses on one of the most common practices of name changing during the Civil Rights Movement || SNCC's stories: The African American Freedom Movement in the civil rights South || civil rights activism in SNCC,1.0
arc_apex,s41599-024-03182-3,Council of Federated Organizations,Student Nonviolent Coordinating Committee,collaborated_with,arc:apex,kcl,organisation,organisation,False,True,seed_discovered,0.95,second_pass,25,second_pass_doc_09_chunk_0025,SNCC and allied organizations such as COFO (Council of Federated Organizations) organized and worked,1.0
arc_apex,s41599-024-03182-3,Ella Baker,Student Nonviolent Coordinating Committee,leader_of,arc:apex,kcl,person,organisation,True,True,seed_seed,0.875,second_pass,13; 22,second_pass_doc_09_chunk_0013; second_pass_doc_09_chunk_0022,its founder and advisor Ella Baker || some of SNCC’s most noted women leaders... named for Ella Baker,0.5
arc_apex,s41599-024-03182-3,Fannie Lou Hamer,Student Nonviolent Coordinating Committee,leader_of,arc:apex,kcl,person,organisation,True,True,seed_seed,0.85,second_pass,22,second_pass_doc_09_chunk_0022,some of SNCC’s most noted women leaders... honoring Fannie Lou Hamer,0.0
arc_apex,s41599-024-03182-3,Freedom Schools,Student Nonviolent Coordinating Committee,associated_with,arc:apex,kcl,organisation,organisation,False,True,seed_discovered,0.75,second_pass,23,second_pass_prompt_fix_doc_09_chunk_0023,"SNCC's onomastic tactics focuses on... applying the word 'Freedom' to a wide range of places, institutions, organizations, and practices. These included Freedom schools",0.0
arc_apex,s41599-024-03182-3,Freedom Singers,Civil Rights Movement,participated_in,arc:apex,kcl,organisation,movement,False,False,discovered_discovered,0.6,second_pass,24,second_pass_doc_09_chunk_0024,to combat the fear and uncertainty of what lay ahead in the Movement,1.0
arc_apex,s41599-024-03182-3,Freedom Singers,Student Nonviolent Coordinating Committee,associated_with,arc:apex,kcl,organisation,organisation,False,True,seed_discovered,0.85,second_pass,24,second_pass_doc_09_chunk_0024,the job of the Freedom Singers was to raise money for SNCC and educate the public of its grassroots campaigns for civil rights,1.0
arc_apex,s41599-024-03182-3,Freedom houses,Freedom Summer,associated_with,arc:apex,kcl,organisation,campaign,False,False,discovered_discovered,0.85,second_pass,25,second_pass_doc_09_chunk_0025,"during the Freedom Summer of 1964, approximately seventy homes and community centers were bombed—including some Freedom houses",1.0
arc_apex,s41599-024-03182-3,Freedom houses,Student Nonviolent Coordinating Committee,associated_with,arc:apex,kcl,organisation,organisation,False,True,seed_discovered,0.875,second_pass,25; 27,second_pass_doc_09_chunk_0025; second_pass_doc_09_chunk_0027,"Freedom houses sometimes operated as integrated homes, where SNCC activists modeled a society || SNCC used the name Freedom house to refer to: (1) structures rented to house civil rights workers",1.0
arc_apex,s41599-024-03182-3,James Forman,Ruby Doris Smith Robinson,collaborated_with,arc:apex,kcl,person,person,True,False,seed_discovered,0.85,second_pass,21,second_pass_doc_09_chunk_0021,Robinson served as the administrative secretary to SNCC Executive Secretary Jim Forman,1.0
arc_apex,s41599-024-03182-3,James Forman,Student Nonviolent Coordinating Committee,leader_of,arc:apex,kcl,person,organisation,True,True,seed_seed,0.95,second_pass,16; 21,second_pass_doc_09_chunk_0016; second_pass_doc_09_chunk_0021,SNCC Executive Secretary Jim Forman || SNCC Executive Secretary Jim Forman's mandate to document everything,1.0
arc_apex,s41599-024-03182-3,Julian Bond,Mary King,collaborated_with,arc:apex,kcl,person,person,False,False,discovered_discovered,0.9,second_pass,17,second_pass_doc_09_chunk_0017,Julian and I set up a list of dummy surnames,1.0
arc_apex,s41599-024-03182-3,Julian Bond,Student Nonviolent Coordinating Committee,leader_of,arc:apex,kcl,person,organisation,False,True,seed_discovered,0.9,second_pass,17,second_pass_doc_09_chunk_0017,Julian Bond and Mary King—who headed up SNCC’s telephone network,1.0
arc_apex,s41599-024-03182-3,Ku Klux Klan,Student Nonviolent Coordinating Committee,opposed_to,arc:apex,kcl,organisation,organisation,False,True,seed_discovered,0.6,second_pass,18,second_pass_doc_09_chunk_0018,mobilization centers under attack by Klan nightriders,1.0
