model,document,source,target,relation,model_name,provider,source_type,target_type,source_is_seed,target_is_seed,edge_scope,mean_confidence,passes,chunks,chunk_ids,evidence,evidence_match_rate,edge_key,model_count,models,occurrences
arc_apex,A fight for racial equality in Florida,Carl Rachlin,Congress of Racial Equality,associated_with,arc:apex,kcl,person,organisation,False,True,seed_discovered,0.9,second_pass,12,second_pass_doc_01_chunk_0012,attorney Carl Rachlin of CORE,1.0,Carl Rachlin | associated_with | Congress of Racial Equality,1,arc_apex,1
arc_apex,A fight for racial equality in Florida,Carl Rachlin,Israel S. (Sy) Dresner,associated_with,arc:apex,kcl,person,person,False,False,discovered_discovered,0.85,second_pass,12,second_pass_doc_01_chunk_0012,attorney Carl Rachlin of CORE argued his case before the Supreme Court in Dresner v. City of Tallahassee,1.0,Carl Rachlin | associated_with | Israel S. (Sy) Dresner,1,arc_apex,1
arc_apex,A fight for racial equality in Florida,Civil Rights Movement,St Augustine,associated_with,arc:apex,kcl,movement,place,False,False,discovered_discovered,0.85,second_pass,25,second_pass_doc_01_chunk_0025,"Congress debated in the shadow of the 'troubles' in St Augustine. Without the inclusion of that provision, the Civil Rights Movement promised further protests.",0.0,Civil Rights Movement | associated_with | St Augustine,1,arc_apex,1
arc_apex,A fight for racial equality in Florida,Florida,Tobias Simon,associated_with,arc:apex,kcl,place,person,False,False,discovered_discovered,0.8,second_pass,9; 25,second_pass_doc_01_chunk_0009; second_pass_doc_01_chunk_0025,"In Florida and elsewhere in the region, attorneys like Simon helped amplify the consent of the governed || Wherever civil rights and civil liberties were under assault in Florida, one Miami attorney was ubiquitous",0.5,Florida | associated_with | Tobias Simon,1,arc_apex,1
arc_apex,A fight for racial equality in Florida,Howard Zinn,St Augustine,associated_with,arc:apex,kcl,person,place,False,False,discovered_discovered,0.9,second_pass,15,second_pass_doc_01_chunk_0015,"Other signatories included the historians Oscar Handlin, Arthur M. Schlesinger, Sr and Howard Zinn",1.0,Howard Zinn | associated_with | St Augustine,1,arc_apex,1
arc_apex,A fight for racial equality in Florida,Martin Luther King Jr.,Monson Motor Lodge,associated_with,arc:apex,kcl,person,place,True,False,seed_discovered,0.95,second_pass,14,second_pass_doc_01_chunk_0014,he was arrested trying to desegregate the restaurant of the Monson Motor Lodge,1.0,Martin Luther King Jr. | associated_with | Monson Motor Lodge,1,arc_apex,1
arc_apex,A fight for racial equality in Florida,Martin Luther King Jr.,Tobias Simon,associated_with,arc:apex,kcl,person,person,True,False,seed_discovered,0.8,second_pass,20,second_pass_doc_01_chunk_0020,Simon told the judge that King himself graciously preferred Harris to simply recant his perjured testimony,0.0,Martin Luther King Jr. | associated_with | Tobias Simon,1,arc_apex,1
arc_apex,A fight for racial equality in Florida,Simpson,St Augustine,associated_with,arc:apex,kcl,person,place,False,False,discovered_discovered,0.8000000000000002,second_pass,1; 20; 23,second_pass_doc_01_chunk_0001; second_pass_doc_01_chunk_0020; second_pass_doc_01_chunk_0023,Judge Simpson ordered the governor as well as Attorney General James W. Kynes to appear || The conflict educated a federal judge named Bryan Simpson || no way for a white person from St Johns County to get a fair trial before Judge Simpson,1.0,Simpson | associated_with | St Augustine,1,arc_apex,1
arc_apex,A fight for racial equality in Florida,Simpson,Tobias Simon,associated_with,arc:apex,kcl,person,person,False,False,discovered_discovered,0.75,second_pass,20,second_pass_doc_01_chunk_0020,"Simon told the judge that King himself graciously preferred Harris to simply recant his perjured testimony in open court, and Simpson agreed",0.0,Simpson | associated_with | Tobias Simon,1,arc_apex,1
arc_apex,A fight for racial equality in Florida,St Augustine,Tobias Simon,associated_with,arc:apex,kcl,place,person,False,False,discovered_discovered,0.775,second_pass,16; 20; 21; 25,second_pass_doc_01_chunk_0016; second_pass_doc_01_chunk_0020; second_pass_doc_01_chunk_0021; second_pass_doc_01_chunk_0025,Kunstler and Simon filed their removal petitions to get their clients released on reasonable bail || Simon quickly challenged the ban || Toby Simon and civil rights attorney William M. Kunstler filed petitions for writs of habeas corpus on her behalf || Yet nowhere does the author mention either Toby Simon or Alvin Bronstein.,1.0,St Augustine | associated_with | Tobias Simon,1,arc_apex,1
arc_apex,Brian-Purnell_Freedom-North-Studies-the-Long-Civil-Rights-Movement-and-Twentieth-Century-Liberalism-in-American-Cities,Bayard Rustin,Freedom Budget for All Americans,associated_with,arc:apex,kcl,person,publication,True,False,seed_discovered,0.85,second_pass,10,second_pass_doc_02_chunk_0010,He championed a Freedom Budget for All Americans,1.0,Bayard Rustin | associated_with | Freedom Budget for All Americans,1,arc_apex,1
arc_apex,Brian-Purnell_Freedom-North-Studies-the-Long-Civil-Rights-Movement-and-Twentieth-Century-Liberalism-in-American-Cities,Bayard Rustin,New York City school strikes,associated_with,arc:apex,kcl,person,event,True,False,seed_discovered,0.8,second_pass,10,second_pass_doc_02_chunk_0010,"During the New York City school strikes of the late 1960s, Rustin's steadfast belief in strong labor unions put him on the side of the mostly white United Federation of Teachers",1.0,Bayard Rustin | associated_with | New York City school strikes,1,arc_apex,1
arc_apex,Brian-Purnell_Freedom-North-Studies-the-Long-Civil-Rights-Movement-and-Twentieth-Century-Liberalism-in-American-Cities,Black Panther Party,Chicago,associated_with,arc:apex,kcl,organisation,place,False,False,discovered_discovered,0.7,second_pass,12,second_pass_doc_02_chunk_0012,The Illinois Chapter of the Black Panther Party and Racial Coalition Politics in Chicago,1.0,Black Panther Party | associated_with | Chicago,1,arc_apex,1
arc_apex,Brian-Purnell_Freedom-North-Studies-the-Long-Civil-Rights-Movement-and-Twentieth-Century-Liberalism-in-American-Cities,Congress of Racial Equality,Seattle,associated_with,arc:apex,kcl,organisation,place,True,False,seed_discovered,0.7,second_pass,12,second_pass_doc_02_chunk_0012,Seattle in Black and White: The Congress of Racial Equality and the Fight for Equal Opportunity,1.0,Congress of Racial Equality | associated_with | Seattle,1,arc_apex,1
arc_apex,Hughes,Alabama,Black Power,associated_with,arc:apex,kcl,place,movement,False,False,discovered_discovered,0.6,second_pass,26,second_pass_doc_03_chunk_0026,Civil rights and Black Power in Alabama's Black Belt,1.0,Alabama | associated_with | Black Power,1,arc_apex,1
arc_apex,Hughes,Beyond Vietnam,Martin Luther King Jr.,associated_with,arc:apex,kcl,publication,person,False,True,seed_discovered,0.95,second_pass,12,second_pass_doc_03_chunk_0012,"Martin Luther King speech, 'Beyond Vietnam', 1967",0.0,Beyond Vietnam | associated_with | Martin Luther King Jr.,1,arc_apex,1
arc_apex,Hughes,Civil Rights Movement,Malcolm X,associated_with,arc:apex,kcl,movement,person,False,True,seed_discovered,0.85,second_pass,8,second_pass_doc_03_chunk_0008,"often juxtaposed with Malcolm X, as a proxy for the entire movement",1.0,Civil Rights Movement | associated_with | Malcolm X,1,arc_apex,1
arc_apex,Hughes,Civil Rights Movement,March,associated_with,arc:apex,kcl,movement,publication,False,False,discovered_discovered,0.9,second_pass,3,second_pass_doc_03_chunk_0003,his memoir of being an activist in the civil rights movement,1.0,Civil Rights Movement | associated_with | March,1,arc_apex,1
arc_apex,Hughes,Civil Rights Movement,March on Washington for Jobs and Freedom,associated_with,arc:apex,kcl,movement,event,False,True,seed_discovered,0.85,second_pass,6; 7,second_pass_doc_03_chunk_0006; second_pass_doc_03_chunk_0007,the March on Washington remains central to the tra || the March on Washington remains central to the traditional narrative,1.0,Civil Rights Movement | associated_with | March on Washington for Jobs and Freedom,1,arc_apex,1
arc_apex,Hughes,John Lewis,March,associated_with,arc:apex,kcl,person,publication,True,False,seed_discovered,0.95,second_pass,3,second_pass_doc_03_chunk_0003,"John Lewis's best-selling graphic novel trilogy, March",1.0,John Lewis | associated_with | March,1,arc_apex,1
arc_apex,Intergenerational movement memoirs and the emotional costs of activist commitment,Birmingham,Charles Billups,associated_with,arc:apex,kcl,place,person,False,False,discovered_discovered,0.85,second_pass,6; 17,second_pass_doc_04_chunk_0006; second_pass_doc_04_chunk_0017,The family left Birmingham for Chicago in 1966 || leading a ‘Miracle March’ in Birmingham,1.0,Birmingham | associated_with | Charles Billups,1,arc_apex,1
arc_apex,Intergenerational movement memoirs and the emotional costs of activist commitment,Congress of Racial Equality,Dave Dennis,associated_with,arc:apex,kcl,organisation,person,True,False,seed_discovered,0.7,second_pass,9,second_pass_doc_04_chunk_0009,"Notes on a biography of Dave Dennis, undated notes, in the personnel papers of CORE's Southern Regional Office",0.0,Congress of Racial Equality | associated_with | Dave Dennis,1,arc_apex,1
arc_apex,Intergenerational movement memoirs and the emotional costs of activist commitment,Dave Dennis,Freedom Summer,associated_with,arc:apex,kcl,person,campaign,False,False,discovered_discovered,0.8,second_pass,19,second_pass_doc_04_chunk_0019,he was debating the efficacy of having white students descend on Mississippi in the summer of 1964,1.0,Dave Dennis | associated_with | Freedom Summer,1,arc_apex,1
arc_apex,Intergenerational movement memoirs and the emotional costs of activist commitment,Dave Dennis,Mississippi Freedom Summer,associated_with,arc:apex,kcl,person,campaign,False,False,discovered_discovered,0.75,second_pass,5,second_pass_doc_04_chunk_0005,Unsung heroes of 1964 Mississippi Freedom Summer,1.0,Dave Dennis | associated_with | Mississippi Freedom Summer,1,arc_apex,1
arc_apex,Intergenerational movement memoirs and the emotional costs of activist commitment,Dave Dennis,Schwerner,associated_with,arc:apex,kcl,person,person,False,False,discovered_discovered,0.85,second_pass,20,second_pass_doc_04_chunk_0020,he was slated to accompany Chaney and Schwerner to investigate the burning of a black church,1.0,Dave Dennis | associated_with | Schwerner,1,arc_apex,1
arc_apex,Intergenerational movement memoirs and the emotional costs of activist commitment,Fannie Lou Hamer,Student Nonviolent Coordinating Committee,associated_with,arc:apex,kcl,person,organisation,True,True,seed_seed,0.7,second_pass,7,second_pass_doc_04_chunk_0007,After SNCC's Fannie Lou Hamer,1.0,Fannie Lou Hamer | associated_with | Student Nonviolent Coordinating Committee,1,arc_apex,1
arc_apex,Intergenerational movement memoirs and the emotional costs of activist commitment,Freedom Rides,Len Holt,associated_with,arc:apex,kcl,event,person,True,False,seed_discovered,0.6,second_pass,9,second_pass_doc_04_chunk_0009,"Preparing groups intent on challenging the patchy desegregation of interstate travel, movement lawyer Len Holt warned",0.0,Freedom Rides | associated_with | Len Holt,1,arc_apex,1
arc_apex,Intergenerational movement memoirs and the emotional costs of activist commitment,Jeanne Theoharis,Rosa Parks,associated_with,arc:apex,kcl,person,person,False,True,seed_discovered,0.8999999999999999,second_pass,5; 6,second_pass_doc_04_chunk_0005; second_pass_doc_04_chunk_0006,Rosa Parks's biographer Jeanne Theoharis || Theoharis... not to omit the emotional harm that Parks suffered,0.5,Jeanne Theoharis | associated_with | Rosa Parks,1,arc_apex,1
arc_apex,Intergenerational movement memoirs and the emotional costs of activist commitment,Julian Bond,Student Nonviolent Coordinating Committee,associated_with,arc:apex,kcl,person,organisation,False,True,seed_discovered,0.75,second_pass,10; 11,second_pass_doc_04_chunk_0010; second_pass_doc_04_chunk_0011,Julian Bond described organizers as a 'protective barrier' in 'SNCC: What we did',0.0,Julian Bond | associated_with | Student Nonviolent Coordinating Committee,1,arc_apex,1
arc_apex,JAS - MLK teaching UK schools,A. Philip Randolph,Martin Luther King Jr.,associated_with,arc:apex,kcl,person,person,True,True,seed_seed,0.85,second_pass,41,second_pass_doc_05_chunk_0041,"King attended independence celebrations in Ghana, along with Vice President Richard Nixon, Adam Clayton Powell, and A. Philip Randolph",1.0,A. Philip Randolph | associated_with | Martin Luther King Jr.,1,arc_apex,1
arc_apex,JAS - MLK teaching UK schools,Black Power,Martin Luther King Jr.,associated_with,arc:apex,kcl,movement,person,False,True,seed_discovered,0.85,second_pass,10,second_pass_doc_05_chunk_0010,"King applauded key tenets of black power, even as he rejected the slogan itself",1.0,Black Power | associated_with | Martin Luther King Jr.,1,arc_apex,1
arc_apex,JAS - MLK teaching UK schools,Black Power Movement,Stokely Carmichael,associated_with,arc:apex,kcl,movement,person,False,True,seed_discovered,0.7,second_pass,25,second_pass_doc_05_chunk_0025,"the rise of ""extremists"" such as Stokely Carmichael",1.0,Black Power Movement | associated_with | Stokely Carmichael,1,arc_apex,1
arc_apex,JAS - MLK teaching UK schools,Chicago campaign,Martin Luther King Jr.,associated_with,arc:apex,kcl,campaign,person,False,True,seed_discovered,0.8,second_pass,9,second_pass_doc_05_chunk_0009,critical in the development of King's own critique of American racism,0.0,Chicago campaign | associated_with | Martin Luther King Jr.,1,arc_apex,1
arc_apex,JAS - MLK teaching UK schools,Julian Bond,Martin Luther King Jr.,associated_with,arc:apex,kcl,person,person,False,True,seed_discovered,0.7,second_pass,27,second_pass_doc_05_chunk_0027,"As Julian Bond noted, King's last years were marked by changes in black America's demands and white America's response",1.0,Julian Bond | associated_with | Martin Luther King Jr.,1,arc_apex,1
arc_apex,JAS - MLK teaching UK schools,Martin Luther King Jr.,Montgomery,associated_with,arc:apex,kcl,person,place,True,False,seed_discovered,0.85,second_pass,28,second_pass_doc_05_chunk_0028,"In Montgomery, as in many campaigns during the late 1950s and early 1960s, King's image of respectability was consciously crafted",0.0,Martin Luther King Jr. | associated_with | Montgomery,1,arc_apex,1
arc_apex,JAS - MLK teaching UK schools,Martin Luther King Jr.,Montgomery Bus Boycott,associated_with,arc:apex,kcl,person,event,True,True,seed_seed,0.75,second_pass,7,second_pass_doc_05_chunk_0007,"King-centric narrative, in which the 1955 bus boycott in Montgomery, Alabama",0.0,Martin Luther King Jr. | associated_with | Montgomery Bus Boycott,1,arc_apex,1
arc_apex,JAS - MLK teaching UK schools,National Association for the Advancement of Colored People,Roy Wilkins,associated_with,arc:apex,kcl,organisation,person,True,False,seed_discovered,0.9,second_pass,23,second_pass_doc_05_chunk_0023,Roy Wilkins of the NAACP,1.0,National Association for the Advancement of Colored People | associated_with | Roy Wilkins,1,arc_apex,1
arc_apex,M12_Frost,Black Power,Civil Rights Movement,associated_with,arc:apex,kcl,movement,movement,False,False,discovered_discovered,0.85,second_pass,3,second_pass_doc_06_chunk_0003,"many African Americans, under the banner of Black Power, turned their backs on American society",1.0,Black Power | associated_with | Civil Rights Movement,1,arc_apex,1
arc_apex,M12_Frost,Ella Baker,Martin Luther King Jr.,associated_with,arc:apex,kcl,person,person,True,True,seed_seed,0.8,second_pass,5,second_pass_doc_06_chunk_0005,"Ella Baker contended, ""Martin didn't make the movement, the movement made Martin.""",1.0,Ella Baker | associated_with | Martin Luther King Jr.,1,arc_apex,1
arc_apex,Modjeska Monteith Simkins and black female leadership  propriety  politics  place and periodization in the African American freedom struggle,Civil Rights Movement,Modjeska Monteith Simkins,associated_with,arc:apex,kcl,movement,person,False,False,discovered_discovered,0.8250000000000001,second_pass,1; 2; 4; 7; 25; 26,second_pass_doc_07_chunk_0001; second_pass_doc_07_chunk_0002; second_pass_doc_07_chunk_0004; second_pass_doc_07_chunk_0007; second_pass_doc_07_chunk_0025; second_pass_doc_07_chunk_0026,"In the case of Modjeska Simkins, gender, class, generational, religious, political, ideological and personal factors combined with the changing circumstances in Richland County and South Carolina to fashion her leadership. || Modjeska Monteith Simkins was one of the most significant voices in the struggle for African American rights in South Carolina during the twentieth century || Simkins continued to promote tactics and values that had dominated the early southern Civil Rights Movement || Women in the Civil Rights Movement: Trailblazers & Torchbearers || finding an appropriate analytical framework in which to place someone like Modjeska Simkins remains challenging",0.8333333333333334,Civil Rights Movement | associated_with | Modjeska Monteith Simkins,1,arc_apex,1
arc_apex,Modjeska Monteith Simkins and black female leadership  propriety  politics  place and periodization in the African American freedom struggle,Modjeska Monteith Simkins,National Association for the Advancement of Colored People,associated_with,arc:apex,kcl,person,organisation,False,True,seed_discovered,0.78,second_pass,6; 7; 10; 11; 19,second_pass_doc_07_chunk_0006; second_pass_doc_07_chunk_0007; second_pass_doc_07_chunk_0010; second_pass_doc_07_chunk_0011; second_pass_doc_07_chunk_0019,"Modjeska Simkins and the South Carolina Conference of the NAACP || Modjeska Simkins and the South Carolina Conference of the NAACP, 1939–1957 || Simkins fell steadily out of favour with important factions within the state NAACP leadership || Woods, 'Modjeska Simkins and the South Carolina Conference of the NAACP', 102. || she began attending local NAACP meetings in her teens",0.6,Modjeska Monteith Simkins | associated_with | National Association for the Advancement of Colored People,1,arc_apex,1
arc_apex,Modjeska Monteith Simkins and black female leadership  propriety  politics  place and periodization in the African American freedom struggle,Modjeska Monteith Simkins,Roy Wilkins,associated_with,arc:apex,kcl,person,person,False,False,discovered_discovered,0.6,second_pass,11,second_pass_doc_07_chunk_0011,"Letter from Modjeska Simkins to Roy Wilkins, 6 February 1956",1.0,Modjeska Monteith Simkins | associated_with | Roy Wilkins,1,arc_apex,1
arc_apex,MorrisAnnRev1999CRM,Birmingham,Civil Rights Act 1964,associated_with,arc:apex,kcl,place,law,False,False,discovered_discovered,0.85,second_pass,14,second_pass_doc_08_chunk_0014,"Because of the Birmingham movement and its aftermath, the Federal government issued national legislation",0.0,Birmingham | associated_with | Civil Rights Act 1964,1,arc_apex,1
arc_apex,MorrisAnnRev1999CRM,Birmingham,Civil Rights Movement,associated_with,arc:apex,kcl,place,movement,False,False,discovered_discovered,0.8,second_pass,14,second_pass_doc_08_chunk_0014,the Birmingham movement,1.0,Birmingham | associated_with | Civil Rights Movement,1,arc_apex,1
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,Diane Nash,associated_with,arc:apex,kcl,movement,person,False,True,seed_discovered,0.8,second_pass,26,second_pass_doc_08_chunk_0026,"civil rights activity were not unlike those of countless Black women such as Ella Baker, Septima Clark, Fannie Lou Hammer, and Diane Nash",1.0,Civil Rights Movement | associated_with | Diane Nash,1,arc_apex,1
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,Fannie Lou Hamer,associated_with,arc:apex,kcl,movement,person,False,True,seed_discovered,0.825,second_pass,25; 26,second_pass_doc_08_chunk_0025; second_pass_doc_08_chunk_0026,"civil rights activity were not unlike those of countless Black women such as Ella Baker, Septima Clark, Fannie Lou Hammer, and Diane Nash || countless Black women such as Ella Baker, Septima Clark, Fannie Lou Hammer",1.0,Civil Rights Movement | associated_with | Fannie Lou Hamer,1,arc_apex,1
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,March on Washington Movement,associated_with,arc:apex,kcl,movement,movement,False,False,discovered_discovered,0.75,second_pass,10,second_pass_doc_08_chunk_0010,"With the exception of the Garvey Movement and A Philip Randolph's March On Washington Movement (MOWM), the mass base of the prior protests was too restricted to threaten the Jim Crow order.",0.0,Civil Rights Movement | associated_with | March on Washington Movement,1,arc_apex,1
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,Selma,associated_with,arc:apex,kcl,movement,place,False,False,discovered_discovered,0.8,second_pass,14,second_pass_doc_08_chunk_0014,the Selma confrontations outraged the nation,1.0,Civil Rights Movement | associated_with | Selma,1,arc_apex,1
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,Septima Clark,associated_with,arc:apex,kcl,movement,person,False,False,discovered_discovered,0.825,second_pass,25; 26,second_pass_doc_08_chunk_0025; second_pass_doc_08_chunk_0026,"civil rights activity were not unlike those of countless Black women such as Ella Baker, Septima Clark || countless Black women such as Ella Baker, Septima Clark, Fannie Lou Hammer",1.0,Civil Rights Movement | associated_with | Septima Clark,1,arc_apex,1
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,lunch counter sit-ins,associated_with,arc:apex,kcl,movement,campaign,False,False,discovered_discovered,0.8,second_pass,11,second_pass_doc_08_chunk_0011,The 1960 student sit-ins at segregated lunch coun,0.0,Civil Rights Movement | associated_with | lunch counter sit-ins,1,arc_apex,1
arc_apex,MorrisAnnRev1999CRM,Civil Rights Movement,sit-in movement,associated_with,arc:apex,kcl,movement,movement,False,False,discovered_discovered,0.8666666666666667,second_pass,12; 22; 23,second_pass_doc_08_chunk_0012; second_pass_doc_08_chunk_0022; second_pass_doc_08_chunk_0023,"The sit-in movement and SNCC constituted the framework through which large numbers of white college students came to participate in the civil rights movement. || direct action and especially the sit-in, which the civil rights movement utilized and made famous around the globe || the sit-in, which the civil rights movement utilized and made famous around the globe",0.6666666666666666,Civil Rights Movement | associated_with | sit-in movement,1,arc_apex,1
